4.77646133,176.71153892
21.74311986,-173.39329753
-39.03384163,151.41848431
34.92308922,-149.49814197
-19.40425872,-50.23978884
-8.65155079,-82.31177240
-53.76771950,-127.10162594
-74.57386164,-12.67176169
69.95577700,79.22057395
-36.91777283,13.10712053
53.93773386,-143.04942491
-15.61998583,100.74153338
39.96736511,-14.86387868
-32.16894317,168.57576683
-40.65834862,52.29432818
85.37085970,169.29161931
55.14089175,18.28718898
-23.44380769,29.37566942
35.81784309,-143.69357696
44.77920928,98.92821052
-46.26762774,31.35245149
30.20360066,118.57819760
79.34396264,-139.59739213
41.96971942,-113.84829033
-45.80000038,-42.98985354
78.97006332,107.46366483
-40.37794134,72.41656834
-63.84081259,79.21661015
61.78277055,-10.57715767
-74.83884672,37.16340092
59.10688938,171.10750044
-85.23808540,-161.87786403
65.71240762,-96.46353149
62.75151336,-133.19374810
28.37457750,-35.19433184
74.76849260,-98.86541666
-79.68018018,97.00588928
77.81970835,89.20076837
6.28061311,-169.23679963
-2.49516344,138.95956456
-60.18993479,-150.43298406
33.41528658,3.12769599
-40.18799738,24.41510551
57.41582707,-68.41896516
30.91176497,143.37700915
48.97062856,155.34320111
-86.92395444,9.96470352
-86.32325993,164.22863435
-44.97612195,164.64960307
20.13066847,145.86922285
-61.50593041,137.56954105
58.56160672,38.20586687
2.01693213,131.63046031
15.70504757,-93.74494175
74.13632617,71.57095321
38.78334889,-115.65263424
-11.42672479,-145.51211748
-29.25711597,-6.22307964
-59.74818162,-162.61569655
-12.36778176,-56.64507738
-53.42395117,-107.56730684
-14.39296862,-100.66866957
37.81667685,151.90029666
-78.43519130,-46.45930284
-46.80776451,112.90744118
11.74181030,-75.73830481
31.85284065,42.02451999
44.45789211,-36.45194025
-79.00314026,25.97061196
-65.22479175,115.72848949
-22.40154780,-84.79173807
-0.69782849,9.37218262
7.36664217,-43.02355423
-34.32125049,142.33916657
72.43428679,119.33333815
-18.30392062,-175.94872868
-13.69975118,-0.40412711
39.55158226,12.17483344
23.31378345,-121.97073279
6.83954693,112.65782337
85.60451761,168.59306607
-26.70508941,-68.39024184
35.90069719,74.69948959
-18.02160402,152.91306205
24.04457913,-157.80240788
-15.00365719,38.92497896
76.89067645,-126.28493137
41.32538496,-129.25468942
-59.01710114,-36.17924963
19.20561154,-28.65074494
-19.78072272,-167.56690277
-48.38337133,-122.80286925
89.95446068,34.57862092
-78.53056871,122.42874052
68.58001011,82.03699145
-54.92220676,178.23560340
22.57508512,-17.67540642
5.32458568,-121.37944320
-87.23424811,135.00304489
-72.24512293,-17.83609763
-7.59290672,-131.52523973
85.56180857,-130.33734813
-25.96042094,26.29102862
12.94764296,104.27433934
-54.88617138,-101.21146935
69.01602470,99.56843128
-0.65577703,-152.33631310
-26.02032291,36.10114707
11.51700269,120.96977868
36.40703204,126.23780241
20.61471461,143.64500122
-20.88467511,-65.83397700
51.98548166,-20.52812699
-44.95303949,169.89177671
65.36053348,121.27223116
43.72329621,-2.30185343
-57.83714700,-40.48712266
-21.43843401,-75.82189874
-55.21839627,-10.49771530
-83.61875164,-151.86283414
-8.59074339,72.24096784
-84.51760573,-168.04929086
39.82277287,-160.65390731
4.97993304,-43.82270167
50.97276986,-151.25751260
81.94853591,150.46055143
62.56664241,-172.87271300
-73.25526804,76.97352589
-30.68988191,13.48784035
71.11815636,82.33245924
19.07996272,42.68453490
-39.41662296,78.35231775
-8.97979988,-138.04979526
58.26984644,37.61340585
-50.72792026,-164.15846254
68.18439510,-161.97616553
18.92631993,153.11136360
-78.26258336,92.41019566
-27.48507254,175.03183408
55.62360319,-33.84684328
3.83148037,-129.59365325
-9.63735302,-89.83764986
52.62719403,-26.02979293
53.69899737,97.04737829
8.91950003,57.23967530
87.19906329,-179.76794302
-4.34220598,-91.19247709
-52.28851582,103.18323598
34.21054304,18.66633890
-5.31685901,-41.81926079
-66.36511886,113.16923032
77.61206207,6.35101849
-68.35816721,136.23782757
-68.68769502,-173.52481618
-32.72847400,49.40347261
-86.51447633,-23.33892159
22.35054244,-66.85089922
2.28284036,-137.20249933
-25.66634246,-1.99999438
31.85379478,28.39203996
-22.06316783,-4.49822400
-85.73558584,62.52324238
76.95479870,-134.45797310
74.60435206,-50.32360165
-64.88593935,-124.24110643
64.51244763,-8.58524608
-76.35239633,14.46388509
-5.57996001,-31.22518361
-24.45819703,-43.95808820
72.82819478,82.03816466
-25.60270408,26.30920538
-15.42558426,103.96512245
-85.07786376,54.61198273
89.93495393,165.87606128
-75.30041863,126.14731529
31.20381482,82.52006561
-73.88567433,178.68563634
88.77789768,173.18774650
-10.79557898,-147.13763488
-4.61835435,-154.75825401
85.61903892,39.61065962
80.60985809,-169.00639073
-84.72061697,118.59111180
-66.85340446,-58.22269083
-68.62371881,-95.14423904
-64.97451855,-108.09745731
-70.61384604,70.64473149
16.32980546,160.92610088
-79.95780318,8.69848682
-81.73308120,-138.85926892
-73.73768167,158.31281490
-34.25594195,-37.85820204
33.25951177,41.97267803
16.63523364,14.19181675
-47.68725834,-46.04272099
51.44845096,159.69659731
28.84045256,-8.12476440
37.24004987,135.18043266
-54.42264394,103.63692686
-4.66928283,99.27332389
37.25134816,150.49969039
31.01400427,63.20275423
-88.92215944,4.59785695
-40.26664681,24.41435971
-23.51683767,-175.67606073
-17.49859749,-7.44709344
-19.50554572,-138.11644065
62.40524312,138.53161767
16.74016378,-94.07444649
53.29131636,106.31273342
-65.59893886,147.74951214
88.21274654,56.46820096
-22.32670254,50.65164342
23.24775479,38.76361266
42.55127669,152.68436940
80.03806642,47.79014629
86.35827237,117.04565506
13.82127557,1.57479236
-27.04684598,104.58001339
33.12661659,123.90164939
61.42535084,-65.08019964
4.97399759,-96.15796630
-24.96167972,-20.03892654
-24.62078503,42.13881368
-89.91474330,0.65458147
2.18134310,-84.24935408
68.10117721,52.04168630
44.27504632,-85.84788326
-30.46014916,78.86718637
-8.93711076,33.95664371
